"","block","bed","row","col","pop","mf","rep","bud.date_dt","flower.date_dt","fruit.date_dt","last.FL.date_dt","last.FR.date_dt","death.date_dt","site","year","elev_m","Lat","Grw_Ssn_GD","Wtr_Yr_GD","UCD_Y1_Prob_Fruits","WL2_Y2_Prob_Fruits","WL2_ProbFitness","WL2_Total_Fitness","log_WL2_Total_Fitness","Fruits","FrFlw"
"483","J1","J",18,"B","LVTR1",6,2,NA,NA,NA,NA,NA,82,"UCD",23,2741.38982,40.47917,0.429906979277767,0.801292769623535,NA,NA,NA,NA,NA,NA,NA
"484","J1","J",19,"A","WL2",1,13,NA,NA,NA,NA,NA,134,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"485","J1","J",19,"B","BH",3,11,172,NA,NA,NA,NA,225,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,0,NA,NA,NA,NA,0,0
"486","J1","J",20,"A","LV3",1,12,NA,NA,NA,NA,NA,141,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"487","J1","J",20,"B","BH",7,10,NA,NA,NA,NA,NA,75,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"488","J1","J",21,"A","YO11",3,13,NA,NA,NA,NA,NA,82,"UCD",23,2872.295032,37.93844,0.535639289512285,0.578853412648547,NA,NA,NA,NA,NA,NA,NA
"489","J1","J",21,"B","WL1",6,16,NA,NA,NA,NA,NA,124,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"490","J2","J",22,"A","WL1",7,22,NA,NA,NA,NA,NA,134,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"491","J2","J",23,"A","WL1",2,7,NA,NA,NA,NA,NA,134,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"492","J2","J",23,"B","WL1",1,27,NA,NA,NA,NA,NA,110,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"493","J2","J",24,"A","LVTR1",6,11,NA,NA,NA,NA,NA,134,"UCD",23,2741.38982,40.47917,0.429906979277767,0.801292769623535,NA,NA,NA,NA,NA,NA,NA
"494","J2","J",24,"B","IH",4,15,NA,NA,NA,NA,NA,176,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"495","J2","J",25,"A","SC",6,5,NA,NA,NA,NA,NA,253,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,0,0
"496","J2","J",25,"B","WL1",6,27,NA,NA,NA,NA,NA,96,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"497","J2","J",26,"A","SQ2",8,2,NA,NA,NA,NA,NA,61,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"498","J2","J",26,"B","FR",7,9,NA,NA,NA,NA,NA,96,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"499","J2","J",27,"A","LV3",1,13,NA,NA,NA,NA,NA,110,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"500","J2","J",27,"B","YO7",4,12,NA,NA,NA,NA,NA,134,"UCD",23,2469.978665,37.80903,0.398061511283516,0.578787193812569,NA,NA,NA,NA,NA,NA,NA
"501","J2","J",28,"A","CC",5,6,NA,NA,NA,NA,NA,110,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"502","J2","J",28,"B","WL2",3,4,155,162,176,200,197,232,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,1,NA,NA,NA,NA,44,56
"503","J2","J",29,"A","IH",4,7,NA,NA,NA,NA,NA,253,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,0,0
"504","J2","J",29,"B","TM2",1,10,NA,NA,NA,NA,NA,141,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,NA,NA,NA,NA,NA,NA,NA
"505","J2","J",30,"A","CP2",7,7,NA,NA,NA,NA,NA,124,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"506","J2","J",30,"B","SQ1",4,13,NA,NA,NA,NA,NA,82,"UCD",23,1921.036585,36.56435,0.298822933866865,0.428463203627982,NA,NA,NA,NA,NA,NA,NA
"507","J2","J",31,"A","TM2",4,12,124,148,151,190,184,208,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,1,NA,NA,NA,NA,250,258
"508","J2","J",31,"B","FR",4,2,NA,NA,NA,NA,NA,96,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"509","J2","J",32,"A","DPR",2,12,NA,NA,NA,NA,NA,75,"UCD",23,1018.591893,39.22846,0.242912731193273,0.460271748211995,NA,NA,NA,NA,NA,NA,NA
"510","J2","J",32,"B","DPR",6,11,NA,NA,NA,NA,NA,127,"UCD",23,1018.591893,39.22846,0.242912731193273,0.460271748211995,NA,NA,NA,NA,NA,NA,NA
"511","J2","J",33,"A","BH",3,2,NA,NA,NA,NA,NA,169,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"512","J2","J",33,"B","TM2",2,6,115,NA,NA,NA,NA,134,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,0,NA,NA,NA,NA,NA,NA
"513","J2","J",34,"A","FR",2,2,NA,NA,NA,NA,NA,110,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"514","J2","J",34,"B","WL1",1,17,NA,NA,NA,NA,NA,110,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"515","J2","J",35,"A","LV3",7,9,NA,NA,NA,NA,NA,110,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"516","J2","J",35,"B","LV3",5,6,NA,NA,NA,NA,NA,75,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"517","J2","J",36,"A","TM2",6,1,NA,NA,NA,NA,NA,40,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,NA,NA,NA,NA,NA,NA,NA
"518","J2","J",36,"B","BH",5,31,NA,NA,NA,NA,NA,40,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"519","J2","J",37,"A","WL2",4,8,NA,NA,NA,NA,NA,3,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"520","J2","J",37,"B","BH",1,7,151,169,176,190,190,208,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,31,46
"521","J2","J",38,"A","SQ1",7,10,NA,NA,NA,NA,NA,148,"UCD",23,1921.036585,36.56435,0.298822933866865,0.428463203627982,NA,NA,NA,NA,NA,NA,NA
"522","J2","J",38,"B","CC",3,9,NA,NA,NA,NA,NA,96,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"523","J2","J",39,"A","WL1",1,10,NA,NA,NA,NA,NA,124,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"524","J2","J",39,"B","SQ1",1,5,NA,NA,NA,NA,NA,103,"UCD",23,1921.036585,36.56435,0.298822933866865,0.428463203627982,NA,NA,NA,NA,NA,NA,NA
"525","J2","J",40,"A","CP2",3,2,NA,NA,NA,NA,NA,127,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"526","J2","J",40,"B","CP3",6,13,NA,NA,NA,NA,NA,68,"UCD",23,2266.382201,38.70649,0.382851083789011,0.635900006313428,NA,NA,NA,NA,NA,NA,NA
"527","J2","J",41,"B","BH",6,4,NA,NA,NA,NA,NA,96,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"528","J1","J",3,"C","SQ3",6,12,NA,NA,NA,NA,NA,124,"UCD",23,2373.170732,36.72109,0.372124172309874,0.514628301738426,NA,NA,NA,NA,NA,NA,NA
"529","J1","J",3,"D","CP2",1,6,NA,NA,NA,NA,NA,225,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,0,0
"530","J1","J",4,"C","IH",7,8,NA,NA,NA,NA,NA,96,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"531","J1","J",4,"D","BH",6,3,NA,NA,NA,NA,NA,54,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"532","J1","J",5,"C","YO7",5,1,NA,NA,NA,NA,NA,75,"UCD",23,2469.978665,37.80903,0.398061511283516,0.578787193812569,NA,NA,NA,NA,NA,NA,NA
"533","J1","J",5,"D","LV3",1,2,NA,NA,NA,NA,NA,40,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"534","J1","J",6,"C","IH",5,10,NA,NA,NA,NA,NA,82,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"535","J1","J",6,"D","WL1",7,21,NA,NA,NA,NA,NA,96,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"536","J1","J",7,"C","LV3",5,5,NA,NA,NA,NA,NA,110,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"537","J1","J",7,"D","FR",6,2,NA,NA,NA,NA,NA,54,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"538","J1","J",8,"C","WL1",7,7,NA,NA,NA,NA,NA,16,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"539","J1","J",8,"D","CP2",8,3,NA,NA,NA,NA,NA,68,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"540","J1","J",9,"C","BH",5,30,NA,NA,NA,NA,NA,148,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"541","J1","J",9,"D","CC",2,6,NA,NA,NA,NA,NA,96,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"542","J1","J",10,"C","BH",3,1,159,172,179,208,208,221,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,134,157
"543","J1","J",10,"D","IH",4,14,NA,NA,NA,NA,NA,40,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"544","J1","J",11,"C","YO8",7,4,NA,NA,NA,NA,NA,82,"UCD",23,2590.97836,37.81117,0.429022124316974,0.571760600444445,NA,NA,NA,NA,NA,NA,NA
"545","J1","J",11,"D","CP2",7,12,NA,NA,NA,NA,NA,75,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"546","J1","J",12,"C","BH",7,23,NA,NA,NA,NA,NA,61,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"547","J1","J",12,"D","SQ2",7,7,NA,NA,NA,NA,NA,82,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"548","J1","J",13,"C","TM2",6,7,110,137,148,190,186,200,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,1,NA,NA,NA,NA,546,566
"549","J1","J",13,"D","WR",1,6,NA,NA,NA,NA,NA,61,"UCD",23,1158,39.34346,0.212798549395386,0.514626504367268,NA,NA,NA,NA,NA,NA,NA
"550","J1","J",14,"C","WL1",6,10,NA,NA,NA,NA,NA,124,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"551","J1","J",14,"D","BH",4,8,NA,NA,NA,NA,NA,117,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"552","J1","J",15,"C","WL1",1,9,NA,NA,NA,NA,NA,68,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"553","J1","J",15,"D","CP3",2,7,NA,NA,NA,NA,NA,75,"UCD",23,2266.382201,38.70649,0.382851083789011,0.635900006313428,NA,NA,NA,NA,NA,NA,NA
"554","J1","J",16,"C","CC",6,4,NA,NA,NA,NA,NA,82,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"555","J1","J",16,"D","BH",5,5,NA,NA,NA,NA,NA,68,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"556","J1","J",17,"C","WL2",4,6,NA,NA,NA,NA,NA,89,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"557","J1","J",17,"D","SQ2",6,10,NA,NA,NA,NA,NA,54,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"558","J1","J",18,"C","SC",2,2,NA,NA,NA,NA,NA,75,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,NA,NA
"559","J1","J",18,"D","LV3",7,8,NA,NA,NA,NA,NA,96,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"560","J1","J",19,"C","BH",5,20,151,169,172,NA,NA,225,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,422,571
"561","J1","J",19,"D","LVTR1",7,4,NA,NA,NA,NA,NA,54,"UCD",23,2741.38982,40.47917,0.429906979277767,0.801292769623535,NA,NA,NA,NA,NA,NA,NA
"562","J1","J",20,"C","CP2",3,12,NA,NA,NA,NA,NA,124,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"563","J1","J",20,"D","WL1",2,6,NA,NA,NA,NA,NA,68,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"564","J1","J",21,"D","DPR",4,8,NA,NA,NA,NA,NA,82,"UCD",23,1018.591893,39.22846,0.242912731193273,0.460271748211995,NA,NA,NA,NA,NA,NA,NA
"565","J2","J",23,"C","YO4",4,3,NA,NA,NA,NA,NA,68,"UCD",23,2157.57391,37.76378,0.306270199436527,0.539681398818845,NA,NA,NA,NA,NA,NA,NA
"566","J2","J",23,"D","BH",4,9,176,184,193,214,211,239,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,44,47
"567","J2","J",24,"C","SQ2",6,11,NA,NA,NA,NA,NA,68,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"568","J2","J",24,"D","WL1",5,3,NA,NA,NA,NA,NA,40,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"569","J2","J",25,"C","WL2",5,4,NA,NA,NA,NA,NA,75,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"570","J2","J",25,"D","BH",2,5,162,176,179,232,225,NA,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,137,158
"571","J2","J",26,"C","YO8",7,6,NA,NA,NA,NA,NA,96,"UCD",23,2590.97836,37.81117,0.429022124316974,0.571760600444445,NA,NA,NA,NA,NA,NA,NA
"572","J2","J",26,"D","CP2",5,1,NA,NA,NA,NA,NA,16,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"573","J2","J",27,"C","YO7",6,10,NA,NA,NA,NA,NA,75,"UCD",23,2469.978665,37.80903,0.398061511283516,0.578787193812569,NA,NA,NA,NA,NA,NA,NA
"574","J2","J",27,"D","IH",7,9,NA,NA,NA,NA,NA,221,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,0,0
"575","J2","J",28,"C","SC",4,5,NA,NA,NA,NA,NA,54,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,NA,NA
"576","J2","J",28,"D","WL1",6,17,NA,NA,NA,NA,NA,82,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"577","J2","J",29,"C","YO11",2,2,NA,NA,NA,NA,NA,117,"UCD",23,2872.295032,37.93844,0.535639289512285,0.578853412648547,NA,NA,NA,NA,NA,NA,NA
"578","J2","J",29,"D","SQ2",4,2,NA,NA,NA,NA,NA,46,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"579","J2","J",30,"C","BH",4,14,NA,NA,NA,NA,NA,323,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,0,0
"580","J2","J",30,"D","WL1",4,7,NA,NA,NA,NA,NA,54,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"581","J2","J",31,"C","BH",5,6,NA,NA,NA,NA,NA,103,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"582","J2","J",31,"D","BH",7,14,NA,NA,NA,NA,NA,169,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"583","J2","J",32,"C","WR",1,9,NA,NA,NA,NA,NA,54,"UCD",23,1158,39.34346,0.212798549395386,0.514626504367268,NA,NA,NA,NA,NA,NA,NA
"584","J2","J",32,"D","BH",3,12,NA,NA,NA,NA,NA,NA,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,0,0
"585","J2","J",33,"C","WL1",6,1,NA,NA,NA,NA,NA,61,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"586","J2","J",33,"D","LV3",6,5,NA,NA,NA,NA,NA,110,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"587","J2","J",34,"C","LV3",1,3,NA,NA,NA,NA,NA,82,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"588","J2","J",34,"D","SQ1",7,18,NA,NA,NA,NA,NA,46,"UCD",23,1921.036585,36.56435,0.298822933866865,0.428463203627982,NA,NA,NA,NA,NA,NA,NA
"589","J2","J",35,"C","BH",7,11,NA,NA,NA,NA,NA,68,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"590","J2","J",35,"D","SC",5,7,NA,NA,NA,NA,NA,75,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,NA,NA
"591","J2","J",36,"C","CC",5,5,NA,NA,NA,NA,NA,141,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"592","J2","J",36,"D","BH",5,21,NA,NA,NA,NA,NA,96,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"593","J2","J",37,"C","WL1",7,8,NA,NA,NA,NA,NA,110,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"594","J2","J",37,"D","IH",5,11,NA,NA,NA,NA,NA,40,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"595","J2","J",38,"C","LV3",8,4,NA,NA,NA,NA,NA,40,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"596","J2","J",38,"D","LV3",2,6,NA,NA,NA,NA,NA,54,"UCD",23,2353.550747,40.47917,0.434534895185204,0.795491295420872,NA,NA,NA,NA,NA,NA,NA
"597","J2","J",39,"C","CC",2,3,NA,NA,NA,NA,NA,103,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"598","J2","J",39,"D","SQ3",4,10,NA,NA,NA,NA,NA,24,"UCD",23,2373.170732,36.72109,0.372124172309874,0.514628301738426,NA,NA,NA,NA,NA,NA,NA
"599","J2","J",40,"C","FR",5,3,NA,NA,NA,NA,NA,75,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"600","J2","J",40,"D","WL1",6,11,NA,NA,NA,NA,NA,96,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"601","J2","J",41,"D","BH",7,1,NA,NA,NA,NA,NA,16,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"602","L1","L",3,"A","YO11",7,13,NA,NA,NA,NA,NA,82,"UCD",23,2872.295032,37.93844,0.535639289512285,0.578853412648547,NA,NA,NA,NA,NA,NA,NA
"603","L1","L",3,"B","IH",4,8,NA,NA,NA,NA,NA,110,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"604","L1","L",4,"A","SC",5,8,137,NA,NA,NA,NA,169,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,0,NA,NA,NA,NA,NA,NA
"605","L1","L",4,"B","CP2",2,2,NA,NA,NA,NA,NA,40,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"606","L1","L",5,"A","WL2",3,100,NA,NA,NA,NA,NA,134,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"607","L1","L",5,"B","BH",2,6,NA,NA,NA,NA,NA,134,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"608","L1","L",6,"A","TM2",1,11,NA,NA,NA,NA,NA,117,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,NA,NA,NA,NA,NA,NA,NA
"609","L1","L",6,"B","WL1",1,28,NA,NA,NA,NA,NA,82,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"610","L1","L",7,"A","WL1",1,18,NA,NA,NA,NA,NA,75,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"611","L1","L",7,"B","SQ2",5,7,NA,NA,NA,NA,NA,110,"UCD",23,1934.45122,36.66557,0.281133976675751,0.445796225030837,NA,NA,NA,NA,NA,NA,NA
"612","L1","L",8,"A","CC",4,6,NA,NA,NA,NA,NA,124,"UCD",23,313,39.58597,0.180945281879079,0.274158024009613,NA,NA,NA,NA,NA,NA,NA
"613","L1","L",8,"B","BH",7,2,NA,NA,NA,NA,NA,110,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"614","L1","L",9,"A","WV",4,4,NA,NA,NA,NA,NA,61,"UCD",23,748.8570558,40.74084,0.240693898135365,0.410141553127239,NA,NA,NA,NA,NA,NA,NA
"615","L1","L",9,"B","DPR",3,7,NA,NA,NA,NA,NA,46,"UCD",23,1018.591893,39.22846,0.242912731193273,0.460271748211995,NA,NA,NA,NA,NA,NA,NA
"616","L1","L",10,"A","BH",2,14,190,200,208,239,239,323,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,1,NA,NA,NA,NA,4,10
"617","L1","L",10,"B","SC",1,9,NA,NA,NA,NA,NA,96,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,NA,NA
"618","L1","L",11,"A","CP2",3,8,NA,NA,NA,NA,NA,96,"UCD",23,2244.132886,38.66169,0.336326793676908,0.600622407133451,NA,NA,NA,NA,NA,NA,NA
"619","L1","L",11,"B","BH",3,3,NA,NA,NA,NA,NA,110,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"620","L1","L",12,"A","WL2",4,9,NA,NA,NA,NA,NA,134,"UCD",23,2020.115818,38.8263,0.270770770415982,0.582874227523719,NA,NA,NA,NA,NA,NA,NA
"621","L1","L",12,"B","SC",6,6,NA,NA,NA,NA,NA,96,"UCD",23,421.5178299,38.41167,0.259906866031236,0.192082563585821,NA,NA,NA,NA,NA,NA,NA
"622","L1","L",13,"A","FR",6,12,NA,NA,NA,NA,NA,96,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"623","L1","L",13,"B","SQ1",7,19,NA,NA,NA,NA,NA,82,"UCD",23,1921.036585,36.56435,0.298822933866865,0.428463203627982,NA,NA,NA,NA,NA,NA,NA
"624","L1","L",14,"A","IH",1,7,NA,NA,NA,NA,NA,82,"UCD",23,454.1298385,39.09332,0.1754607210788,0.285845300154618,NA,NA,NA,NA,NA,NA,NA
"625","L1","L",14,"B","YO7",8,3,NA,NA,NA,NA,NA,200,"UCD",23,2469.978665,37.80903,0.398061511283516,0.578787193812569,NA,NA,NA,NA,NA,0,0
"626","L1","L",15,"A","BH",5,7,NA,NA,NA,NA,NA,75,"UCD",23,511.4294422,37.40985,0.208631500100476,0.225834741825382,NA,NA,NA,NA,NA,NA,NA
"627","L1","L",15,"B","TM2",3,12,115,141,148,NA,NA,155,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,0,NA,NA,NA,NA,NA,NA
"628","L1","L",16,"A","FR",5,10,NA,NA,NA,NA,NA,75,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"629","L1","L",16,"B","WL1",6,2,NA,NA,NA,NA,NA,82,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"630","L1","L",17,"A","WL1",2,8,NA,NA,NA,NA,NA,46,"UCD",23,1613.837245,38.78608,0.147453418352489,0.47082416575737,NA,NA,NA,NA,NA,NA,NA
"631","L1","L",17,"B","FR",2,1,NA,NA,NA,NA,NA,75,"UCD",23,787,40.01362,0.239151439459641,0.34940191931494,NA,NA,NA,NA,NA,NA,NA
"632","L1","L",18,"A","TM2",7,11,115,137,148,NA,NA,155,"UCD",23,379.1526973,39.59255,0.40947349333617,0.3053494140449,0,NA,NA,NA,NA,NA,NA
