"","block","bed","row","col","pop","mf","rep","bud.date_dt","flower.date_dt","fruit.date_dt","last.FL.date_dt","last.FR.date_dt","death.date_dt","site","year","elev_m","Lat","Grw_Ssn_GD","Wtr_Yr_GD","UCD_Y1_Prob_Fruits","WL2_Y2_Prob_Fruits","WL2_ProbFitness","WL2_Total_Fitness","log_WL2_Total_Fitness","Fruits","FrFlw"
"1370","E","C",43,"D","CP2",3,5,NA,NA,NA,NA,NA,86,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1371","E","C",44,"C","YO8",5,7,NA,NA,NA,NA,NA,86,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1372","E","C",44,"D","WL2",7,13,NA,NA,NA,NA,NA,NA,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1373","E","C",45,"D","SC",4,15,NA,NA,NA,NA,NA,7,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1374","E","C",46,"C","TM2",1,6,NA,NA,NA,NA,NA,28,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1375","E","C",46,"D","SQ3",4,10,NA,NA,NA,NA,NA,70,"WL2",23,2373.170732,36.72109,0.265104220322787,0.398098981147195,NA,NA,0,NA,NA,NA,NA
"1376","E","C",47,"C","FR",4,6,NA,NA,NA,NA,NA,86,"WL2",23,787,40.01362,0.420203674438613,0.559367733846736,NA,NA,0,NA,NA,NA,NA
"1377","E","C",47,"D","SQ1",4,7,NA,NA,NA,NA,NA,NA,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
"1378","E","C",48,"C","DPR",4,12,NA,NA,NA,NA,NA,21,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1379","E","C",48,"D","SQ1",4,2,NA,NA,NA,NA,NA,NA,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
"1380","E","C",49,"C","YO11",7,13,NA,NA,NA,NA,NA,70,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1381","F","C",50,"C","SQ2",4,4,NA,NA,NA,NA,NA,7,"WL2",23,1934.45122,36.66557,0.269860304711989,0.423345970997799,NA,NA,0,NA,NA,NA,NA
"1382","F","C",50,"D","YO7",7,17,NA,NA,NA,NA,NA,7,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1383","F","C",51,"C","IH",4,8,NA,NA,NA,NA,NA,35,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1384","F","C",51,"D","LV1",4,7,NA,NA,NA,NA,NA,7,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1385","F","C",52,"C","YO8",8,8,NA,NA,NA,NA,NA,14,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1386","F","C",52,"D","YO8",2,4,NA,NA,NA,NA,NA,14,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1387","F","C",53,"C","TM2",5,2,NA,NA,NA,NA,NA,7,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1388","F","C",53,"D","TM2",7,13,14,28,42,NA,NA,NA,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,1,2,0.693147180559945,2,9
"1389","F","C",54,"C","LVTR1",7,12,NA,NA,NA,NA,NA,7,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1390","F","C",54,"D","CC",1,8,NA,NA,NA,NA,NA,7,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1391","F","C",55,"C","CP3",6,1,NA,NA,NA,NA,NA,7,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1392","F","C",55,"D","CP2",7,13,NA,NA,NA,NA,NA,14,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1393","F","C",56,"C","DPR",7,5,NA,NA,NA,NA,NA,21,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1394","F","C",56,"D","TM2",1,7,NA,NA,NA,NA,NA,14,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1395","F","C",57,"C","IH",7,8,NA,NA,NA,NA,NA,14,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1396","F","C",57,"D","LV1",5,7,NA,NA,NA,NA,NA,7,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1397","F","C",58,"C","IH",2,8,NA,NA,NA,NA,NA,7,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1398","F","C",58,"D","CC",8,8,NA,NA,NA,NA,NA,14,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1399","G","D",3,"A","YO11",8,2,NA,NA,NA,NA,NA,7,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1400","G","D",3,"B","IH",5,9,NA,NA,NA,NA,NA,NA,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1401","G","D",4,"A","TM2",5,10,NA,NA,NA,NA,NA,28,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1402","G","D",4,"B","YO11",7,14,NA,NA,NA,NA,NA,63,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1403","G","D",5,"A","CP3",4,2,NA,NA,NA,NA,NA,86,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1404","G","D",5,"B","SQ2",1,1,NA,NA,NA,NA,NA,93,"WL2",23,1934.45122,36.66557,0.269860304711989,0.423345970997799,NA,NA,0,NA,NA,NA,NA
"1405","G","D",6,"A","CP2",5,7,NA,NA,NA,NA,NA,7,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1406","G","D",7,"B","LVTR1",8,10,NA,NA,NA,NA,NA,7,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1407","G","D",9,"A","CP3",2,1,NA,NA,NA,NA,NA,7,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1408","G","D",10,"A","CP2",1,7,NA,NA,NA,NA,NA,NA,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1409","G","D",10,"B","DPR",1,1,NA,NA,NA,NA,NA,NA,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1410","G","D",11,"A","LV1",8,8,NA,NA,NA,NA,NA,7,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1411","G","D",11,"B","YO7",7,5,NA,NA,NA,NA,NA,NA,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1412","G","D",12,"A","LVTR1",7,7,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1413","G","D",12,"B","YO8",6,9,NA,NA,NA,NA,NA,7,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1414","G","D",13,"B","LVTR1",6,7,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1415","G","D",14,"A","IH",7,9,NA,NA,NA,NA,NA,NA,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1416","G","D",14,"B","SC",6,9,NA,NA,NA,NA,NA,14,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1417","G","D",15,"A","YO7",7,24,NA,NA,NA,NA,NA,14,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1418","G","D",15,"B","YO4",2,10,NA,NA,NA,NA,NA,NA,"WL2",23,2157.57391,37.76378,0.216459877977408,0.411013747677589,NA,NA,0,NA,NA,NA,NA
"1419","G","D",16,"A","SQ3",7,13,NA,NA,NA,NA,NA,7,"WL2",23,2373.170732,36.72109,0.265104220322787,0.398098981147195,NA,NA,0,NA,NA,NA,NA
"1420","G","D",16,"B","YO11",3,4,NA,NA,NA,NA,NA,14,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1421","G","D",17,"A","CC",9,9,NA,NA,NA,NA,NA,NA,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1422","G","D",17,"B","LV3",5,5,NA,NA,NA,NA,NA,93,"WL2",23,2353.550747,40.47917,0.332582521555356,0.373131918960774,NA,NA,0,NA,NA,NA,NA
"1423","G","D",18,"A","WL1",2,1,NA,NA,NA,NA,NA,86,"WL2",23,1613.837245,38.78608,0.287141135745656,0.438745508883631,NA,NA,0,NA,NA,NA,NA
"1424","G","D",18,"B","DPR",6,8,NA,NA,NA,NA,NA,NA,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1425","G","D",19,"A","TM2",7,18,NA,NA,NA,NA,NA,NA,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1426","G","D",19,"B","CC",4,9,NA,NA,NA,NA,NA,NA,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1427","G","D",20,"A","YO7",6,14,NA,NA,NA,NA,NA,NA,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1428","G","D",20,"B","LV1",3,8,NA,NA,NA,NA,NA,14,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1429","G","D",21,"A","SC",5,9,NA,NA,NA,NA,NA,NA,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1430","G","D",21,"B","BH",6,9,NA,NA,NA,NA,NA,14,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1431","G","D",22,"A","DPR",3,1,NA,NA,NA,NA,NA,NA,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1432","G","D",22,"B","CC",1,9,NA,NA,NA,NA,NA,14,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1433","G","D",23,"A","LV3",1,2,NA,NA,NA,NA,NA,7,"WL2",23,2353.550747,40.47917,0.332582521555356,0.373131918960774,NA,NA,0,NA,NA,NA,NA
"1434","G","D",23,"B","LVTR1",4,8,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1435","G","D",24,"A","YO7",5,4,NA,NA,NA,NA,NA,14,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1436","G","D",24,"B","IH",1,9,NA,NA,NA,NA,NA,NA,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1437","G","D",25,"A","WL1",7,11,NA,NA,NA,NA,NA,7,"WL2",23,1613.837245,38.78608,0.287141135745656,0.438745508883631,NA,NA,0,NA,NA,NA,NA
"1438","G","D",25,"B","SC",2,9,NA,NA,NA,NA,NA,7,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1439","G","D",26,"A","YO8",8,9,NA,NA,NA,NA,NA,7,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1440","G","D",26,"B","LV1",2,8,NA,NA,NA,NA,NA,21,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1441","G","D",27,"A","LV1",6,8,NA,NA,NA,NA,NA,7,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1442","G","D",27,"B","BH",7,9,NA,NA,NA,NA,NA,7,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1443","G","D",28,"A","CP2",2,7,NA,NA,NA,NA,NA,14,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1444","G","D",28,"B","SC",4,9,NA,NA,NA,NA,NA,14,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1445","G","D",29,"A","YO4",3,10,NA,NA,NA,NA,NA,7,"WL2",23,2157.57391,37.76378,0.216459877977408,0.411013747677589,NA,NA,0,NA,NA,NA,NA
"1446","G","D",29,"B","CC",5,9,NA,NA,NA,NA,NA,7,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1447","G","D",30,"A","TM2",7,1,NA,NA,NA,NA,NA,14,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1448","G","D",30,"B","BH",1,9,NA,NA,NA,NA,NA,7,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1449","G","D",31,"A","FR",3,9,NA,NA,NA,NA,NA,7,"WL2",23,787,40.01362,0.420203674438613,0.559367733846736,NA,NA,0,NA,NA,NA,NA
"1450","G","D",31,"B","TM2",1,8,NA,NA,NA,NA,NA,14,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1451","G","D",32,"A","DPR",5,13,NA,NA,NA,NA,NA,14,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1452","G","D",32,"B","SQ2",8,2,NA,NA,NA,NA,NA,7,"WL2",23,1934.45122,36.66557,0.269860304711989,0.423345970997799,NA,NA,0,NA,NA,NA,NA
"1453","G","D",33,"A","WL2",5,2,NA,NA,NA,NA,NA,14,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1454","G","D",33,"B","CP2",3,7,NA,NA,NA,NA,NA,70,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1455","G","D",34,"A","LV3",7,13,NA,NA,NA,NA,NA,7,"WL2",23,2353.550747,40.47917,0.332582521555356,0.373131918960774,NA,NA,0,NA,NA,NA,NA
"1456","G","D",34,"B","CP2",7,1,NA,NA,NA,NA,NA,14,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1457","G","D",35,"A","YO11",1,2,NA,NA,NA,NA,NA,7,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1458","F","D",37,"A","BH",5,8,NA,NA,NA,NA,NA,NA,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1459","F","D",37,"B","YO11",7,2,NA,NA,NA,NA,NA,21,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1460","F","D",38,"A","WL2",8,1,NA,NA,NA,NA,NA,21,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1461","F","D",38,"B","LVTR1",6,6,NA,NA,NA,NA,NA,7,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1462","F","D",39,"A","CC",9,8,NA,NA,NA,NA,NA,NA,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1463","F","D",39,"B","SC",8,8,NA,NA,NA,NA,NA,14,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1464","F","D",40,"A","CC",3,8,NA,NA,NA,NA,NA,14,"WL2",23,313,39.58597,0.399543634323574,0.605654365668567,NA,NA,0,NA,NA,NA,NA
"1465","F","D",40,"B","BH",7,8,NA,NA,NA,NA,NA,NA,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,1,6,1.79175946922805,NA,NA
"1466","F","D",41,"A","YO11",5,18,NA,NA,NA,NA,NA,21,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1467","F","D",41,"B","SQ3",1,12,NA,NA,NA,NA,NA,93,"WL2",23,2373.170732,36.72109,0.265104220322787,0.398098981147195,NA,NA,0,NA,NA,NA,NA
"1468","F","D",42,"A","WR",2,16,NA,NA,NA,NA,NA,7,"WL2",23,1158,39.34346,0.385634815091776,0.418198037871499,NA,NA,0,NA,NA,NA,NA
"1469","F","D",42,"B","YO8",1,4,NA,NA,NA,NA,NA,7,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1470","F","D",43,"A","LVTR1",7,6,NA,NA,NA,NA,NA,70,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1471","F","D",43,"B","DPR",8,16,NA,NA,NA,NA,NA,NA,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1472","F","D",44,"A","CP3",3,1,NA,NA,NA,NA,NA,21,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1473","F","D",44,"B","SQ1",14,6,NA,NA,NA,NA,NA,7,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
"1474","F","D",45,"A","SC",6,8,NA,NA,NA,NA,NA,NA,"WL2",23,421.5178299,38.41167,0.287518285709717,0.640527771659231,NA,NA,0,NA,NA,NA,NA
"1475","F","D",45,"B","WL2",7,1,NA,NA,NA,NA,NA,21,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1476","F","D",46,"A","LV3",5,4,NA,NA,NA,NA,NA,14,"WL2",23,2353.550747,40.47917,0.332582521555356,0.373131918960774,NA,NA,0,NA,NA,NA,NA
"1477","F","D",46,"B","WL1",7,10,NA,NA,NA,NA,NA,14,"WL2",23,1613.837245,38.78608,0.287141135745656,0.438745508883631,NA,NA,0,NA,NA,NA,NA
"1478","F","D",47,"A","LVTR1",4,2,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1479","F","D",47,"B","CP2",1,6,NA,NA,NA,NA,NA,70,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1480","F","D",48,"A","LV1",8,7,NA,NA,NA,NA,NA,21,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1481","F","D",48,"B","WL2",3,1,NA,NA,NA,NA,NA,NA,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1482","F","D",49,"A","SQ3",4,8,NA,NA,NA,NA,NA,14,"WL2",23,2373.170732,36.72109,0.265104220322787,0.398098981147195,NA,NA,0,NA,NA,NA,NA
"1483","F","D",49,"B","YO11",6,1,NA,NA,NA,NA,NA,86,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1484","F","D",50,"A","YO7",7,4,NA,NA,NA,NA,NA,NA,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1485","F","D",50,"B","CP3",2,7,NA,NA,NA,NA,NA,7,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1486","F","D",51,"A","LVTR1",5,12,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1487","F","D",51,"B","TM2",4,8,NA,NA,NA,NA,NA,7,"WL2",23,379.1526973,39.59255,0.410432631361041,0.571519874568224,NA,NA,0,NA,NA,NA,NA
"1488","F","D",52,"A","WL1",2,2,NA,NA,NA,NA,NA,7,"WL2",23,1613.837245,38.78608,0.287141135745656,0.438745508883631,NA,NA,0,NA,NA,NA,NA
"1489","F","D",52,"B","YO7",7,16,NA,NA,NA,NA,NA,7,"WL2",23,2469.978665,37.80903,0.365879446396431,0.39223020638191,NA,NA,0,NA,NA,NA,NA
"1490","F","D",53,"A","IH",6,8,NA,NA,NA,NA,NA,7,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1491","F","D",53,"B","DPR",1,13,NA,NA,NA,NA,NA,14,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1492","F","D",54,"A","YO8",6,8,NA,NA,NA,NA,NA,21,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1493","F","D",54,"B","DPR",8,4,NA,NA,NA,NA,NA,NA,"WL2",23,1018.591893,39.22846,0.446043770140393,0.46754256056111,NA,NA,0,NA,NA,NA,NA
"1494","F","D",55,"A","BH",3,8,NA,NA,NA,NA,NA,NA,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1495","F","D",55,"B","YO4",2,9,NA,NA,NA,NA,NA,NA,"WL2",23,2157.57391,37.76378,0.216459877977408,0.411013747677589,NA,NA,0,NA,NA,NA,NA
"1496","F","D",56,"A","FR",7,8,NA,NA,NA,NA,NA,14,"WL2",23,787,40.01362,0.420203674438613,0.559367733846736,NA,NA,0,NA,NA,NA,NA
"1497","F","D",56,"B","SQ1",2,6,NA,NA,NA,NA,NA,NA,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
"1498","F","D",57,"A","CP2",2,15,NA,NA,NA,NA,NA,7,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1499","F","D",57,"B","CP2",4,6,NA,NA,NA,NA,NA,7,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1500","F","D",58,"A","SQ2",6,1,NA,NA,NA,NA,NA,93,"WL2",23,1934.45122,36.66557,0.269860304711989,0.423345970997799,NA,NA,0,NA,NA,NA,NA
"1501","F","D",58,"B","YO11",3,2,NA,NA,NA,NA,NA,14,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1502","G","D",3,"C","WR",1,1,NA,NA,NA,NA,NA,7,"WL2",23,1158,39.34346,0.385634815091776,0.418198037871499,NA,NA,0,NA,NA,NA,NA
"1503","G","D",3,"D","SQ3",6,2,NA,NA,NA,NA,NA,7,"WL2",23,2373.170732,36.72109,0.265104220322787,0.398098981147195,NA,NA,0,NA,NA,NA,NA
"1504","G","D",4,"C","YO8",1,5,NA,NA,NA,NA,NA,NA,"WL2",23,2590.97836,37.81117,0.408862384757997,0.410755664536055,NA,NA,0,NA,NA,NA,NA
"1505","G","D",4,"D","IH",4,9,NA,NA,NA,NA,NA,7,"WL2",23,454.1298385,39.09332,0.427617311561411,0.551269604438665,NA,NA,0,NA,NA,NA,NA
"1506","G","D",5,"C","WL2",2,2,NA,NA,NA,NA,NA,NA,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1507","G","D",5,"D","CP2",4,7,NA,NA,NA,NA,NA,7,"WL2",23,2244.132886,38.66169,0.313725730438846,0.386586309917107,NA,NA,0,NA,NA,NA,NA
"1508","G","D",6,"C","CP3",4,15,NA,NA,NA,NA,NA,14,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1509","G","D",6,"D","YO4",9,2,NA,NA,NA,NA,NA,7,"WL2",23,2157.57391,37.76378,0.216459877977408,0.411013747677589,NA,NA,0,NA,NA,NA,NA
"1510","G","D",8,"C","LV1",1,8,NA,NA,NA,NA,NA,7,"WL2",23,2593.416641,40.47471,0.344291270160375,0.377820548766724,NA,NA,0,NA,NA,NA,NA
"1511","G","D",9,"C","WL2",3,2,NA,NA,NA,NA,NA,14,"WL2",23,2020.115818,38.8263,0.241609364862716,0.395988429949319,NA,NA,0,NA,NA,NA,NA
"1512","G","D",9,"D","FR",7,9,NA,NA,NA,NA,NA,7,"WL2",23,787,40.01362,0.420203674438613,0.559367733846736,NA,NA,0,NA,NA,NA,NA
"1513","G","D",10,"C","LVTR1",2,7,NA,NA,NA,NA,NA,14,"WL2",23,2741.38982,40.47917,0.3802446836917,0.38500689280617,NA,NA,0,NA,NA,NA,NA
"1514","G","D",10,"D","SQ1",2,13,NA,NA,NA,NA,NA,7,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
"1515","G","D",11,"C","CP3",5,2,NA,NA,NA,NA,NA,35,"WL2",23,2266.382201,38.70649,0.314020856311836,0.364092257481025,NA,NA,0,NA,NA,NA,NA
"1516","G","D",11,"D","SQ2",6,23,NA,NA,NA,NA,NA,7,"WL2",23,1934.45122,36.66557,0.269860304711989,0.423345970997799,NA,NA,0,NA,NA,NA,NA
"1517","G","D",12,"C","YO11",5,2,NA,NA,NA,NA,NA,7,"WL2",23,2872.295032,37.93844,0.359546725530773,0.460541626299666,NA,NA,0,NA,NA,NA,NA
"1518","G","D",12,"D","BH",5,9,NA,NA,NA,NA,NA,7,"WL2",23,511.4294422,37.40985,0.263542481313541,0.71416158721597,NA,NA,0,NA,NA,NA,NA
"1519","G","D",13,"C","SQ1",6,9,NA,NA,NA,NA,NA,14,"WL2",23,1921.036585,36.56435,0.271404935829759,0.454842793945786,NA,NA,0,NA,NA,NA,NA
