"","bed","row","col","Unique.ID","bud.date","flower.date","fruit.date","last.FL.date","last.FR.date","death.date","round2.rep.dates","survey.notes","...13","pop","mf","dame_mf","sire_mf","rep","cross_type","bud.date_dt","flower.date_dt","fruit.date_dt","last.FL.date_dt","last.FR.date_dt","death.date_dt","bud.duration","flower.duration","fruit.duration","total.repro.duration","initiate.repro"
"903","G",12,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"904","G",12,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"905","G",13,"C","2645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",47,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"906","G",13,"D","1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","4","4",NA,25,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"907","G",14,"C","2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2 x WL2) x (TM2)","3_2-13","3","2-13",14,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"908","G",14,"D","2352",NA,NA,NA,NA,NA,2025-06-27,NA,"6/9: roots exposed",NA,"(WV x WL2) x (WL2 x BH)","2_2","2","2",10,"F2",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"909",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rock here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"910","G",15,"D","2639",NA,NA,NA,NA,NA,2025-06-27,NA,NA,NA,"TM2","11","11",NA,72,"Parent",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"911","G",16,"C","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 x WL2","14_8","14","8",2,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"912","G",16,"D","1863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2","4","4",NA,40,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"913","G",17,"C","2517",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",6,"F2",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"914",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rock here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"915","G",18,"C","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x WV) x (CC x WL2)","1_1","1","1",5,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"916","G",18,"D","2553",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x WV) x (CC x WL2)","1_1","1","1",7,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"917","G",19,"C","2464",NA,NA,NA,NA,NA,2025-08-21,NA,NA,NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",3,"F2",NA,NA,NA,NA,NA,98,NA,NA,NA,NA,0
"918","G",19,"D","2556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x TM2) x (WL2 x TM2)","3_1","3","1",1,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"919","G",20,"C","2614",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"BH","3","3",NA,3,"Parent",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"920","G",20,"D","2295",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (WV x WL2)","3_4","3","4",2,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"921","G",21,"C","2233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (CC x TM2)","2-3_2-3","2-3","2-3",3,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"922","G",21,"D","2336",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",5,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"923","G",22,"C","2439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CC x WL2) x (WL2)","4_13-B","4","13-B",14,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"924",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"925","G",23,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"926",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"927","G",24,"C","2093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(SQ3 x WL2) x (WL2)","3_13-B","3","13-B",2,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"928","G",24,"D","2327",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x TM2)","3-14_2","3-14","2",12,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"929","G",25,"C","1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2","7","7",NA,68,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"930","G",25,"D","1991",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"SQ3 x WL2","6-C_8-A","6-C","8-A",3,"F1",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"931","G",26,"C","2650",NA,NA,NA,NA,NA,2025-06-09,NA,NA,NA,"WL2 x LV1","8-1_14-1","8-1","14-1",10,"F1",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"932","G",26,"D","2313",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x BH)","3-14_1","3-14","1",5,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"933","G",27,"C","1890",NA,NA,NA,NA,NA,2025-06-27,NA,NA,NA,"WL2","7","7",NA,67,"Parent",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"934","G",27,"D","2562",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"(WV x WL2) x (WL2 x BH)","2_2","2","2",5,"F2",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"935","G",28,"C","2590",NA,NA,NA,NA,NA,2025-06-17,NA,"6/9: dying",NA,"(DPR x TM2) x (TM2 x WL2)","3_2","3","2",4,"F2",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"936","G",28,"D","2310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x BH)","3-14_1","3-14","1",2,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"937","G",29,"C","2074",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CC x WL2) x (WL2)","4_13-B","4","13-B",14,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"938",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rock here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"939","G",30,"C","2635",NA,NA,NA,NA,NA,NA,NA,"8/28 wilted",NA,"TM2","9","9",NA,64,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"940","G",30,"D","2575",NA,NA,NA,NA,NA,2025-06-27,NA,"6/17: dying",NA,"(WV x WL2) x (WV)","20_7-3","20","7-3",3,"BC1",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"941","G",31,"C","2019",NA,NA,NA,NA,NA,2025-08-01,NA,"7/18: wilted",NA,"WL2 x LV1","8-1_14-1","8-1","14-1",1,"F1",NA,NA,NA,NA,NA,78,NA,NA,NA,NA,0
"942","G",31,"D","1765",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","8","8",NA,61,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"943","G",32,"C","1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL1","18","18",NA,13,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"944","G",32,"D","1872",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2","5","5",NA,49,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"945","G",33,"C","2421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL1 x WL2","2-3_2-2","2-3","2-2",1,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"946","G",33,"D","2604",NA,NA,NA,NA,NA,2025-06-27,NA,"6/17: dying",NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",1,"F2",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"947","G",34,"C","238",2025-06-09,2025-06-27,2025-07-10,2025-08-07,2025-08-14,2025-09-04,NA,"7/18: dry FLs",NA,"(WL2 x BH) x (WL2 x TM2)",NA,NA,NA,3,"F2",25,43,56,84,91,112,18,41,35,66,1
"948","G",34,"D","2275",2025-06-03,2025-07-03,2025-07-18,2025-08-28,2025-08-28,NA,NA,"6/27: bud damage - 7/18 dry FLs",NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",37,"BC1",19,49,64,105,105,NA,30,56,41,86,1
"949","G",35,"C","1394",2025-06-03,2025-06-17,2025-07-10,2025-07-18,2025-07-18,2025-09-18,NA,"6/27: bud damage i 7/18 dry Fls",NA,"(WV) x (WV x WL2)",NA,NA,NA,8,"BC1",19,33,56,64,64,126,14,31,8,45,1
"950","G",35,"D","2301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x WV) x (CC x WL2)","1_1","1","1",6,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"951","G",36,"C","1240",2025-07-03,2025-07-10,2025-07-18,2025-08-07,2025-08-07,2025-09-04,NA,NA,NA,"LV1 x TM2",NA,NA,NA,16,"F1",49,56,64,84,84,112,7,28,20,35,1
"952","G",36,"D","733",2025-06-09,2025-07-03,2025-07-10,2025-08-14,2025-08-14,2025-09-18,NA,"7/18: dry FLs",NA,"(DPR) x (WL2 x DPR)",NA,NA,NA,7,"BC1",25,49,56,91,91,126,24,42,35,66,1
"953","G",37,"C","2049",NA,NA,NA,NA,NA,2025-06-17,NA,"6/9: wilted",NA,"WL2 x YO11","2-A_11-2","2-A","11-2",3,"F1",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"954","G",37,"D","261",2025-06-03,2025-07-03,2025-07-10,2025-09-04,2025-09-04,NA,NA,"7/18: dry FLs",NA,"(WL2 x TM2) x (CC x TM2)",NA,NA,NA,10,"F2",19,49,56,112,112,NA,30,63,56,93,1
"955","G",38,"C","1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WV","12","12",NA,9,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"956","G",38,"D","1447",2025-06-03,2025-06-27,2025-07-03,2025-07-18,2025-07-18,2025-08-28,NA,"7/18: dry FLs",NA,"(DPR x WL2) x (TM2 x WL2)",NA,NA,NA,5,"F2",19,43,49,64,64,105,24,21,15,45,1
"957","G",39,"C","2321",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x TM2)","3-14_2","3-14","2",6,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"958","G",39,"D","2337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",6,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"959","G",40,"C","2293",NA,NA,NA,NA,NA,NA,NA,"9/24 broken stem no leaves",NA,"(WL2 x TM2) x (WL2 x BH)","1_2","1","2",4,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"960","G",40,"D","1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC","1","1",NA,4,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"961","G",41,"C","2378",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV) x (WV x WL2)","3_22","3","22",4,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"962","G",41,"D","2512",NA,NA,NA,NA,NA,NA,NA,"6/27: white spots",NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",3,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"963","G",42,"C","2358",NA,NA,NA,NA,NA,NA,NA,"6/27: black dots",NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",6,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"964","G",42,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"965","G",44,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"966","G",44,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"967","G",45,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"968","G",45,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"969","H",23,"B","734",2025-06-09,2025-07-03,2025-07-10,2025-08-07,2025-08-07,2025-09-24,NA,"7/18: dry FLs",NA,"(DPR) x (WL2 x DPR)",NA,NA,NA,8,"BC1",25,49,56,84,84,132,24,35,28,59,1
"970","I",9,"B","391",2025-07-10,2025-07-18,2025-07-25,2025-08-14,2025-08-14,2025-09-29,NA,NA,NA,"BH",NA,NA,NA,5,"Parent",56,64,71,91,91,137,8,27,20,35,1
"971","I",10,"A","1272",2025-06-09,2025-06-17,2025-07-03,2025-07-10,2025-07-18,2025-08-28,NA,"7/18: dry FLs",NA,"LV1 x WL2",NA,NA,NA,22,"F1",25,33,49,56,64,105,8,23,15,39,1
"972","I",11,"A","1250",2025-06-09,2025-06-27,2025-07-03,2025-07-10,2025-07-18,2025-08-28,NA,NA,NA,"LV1 x TM2",NA,NA,NA,26,"F1",25,43,49,56,64,105,18,13,15,39,1
