"","bed","row","col","Unique.ID","bud.date","flower.date","fruit.date","last.FL.date","last.FR.date","death.date","round2.rep.dates","survey.notes","...13","pop","mf","dame_mf","sire_mf","rep","cross_type","bud.date_dt","flower.date_dt","fruit.date_dt","last.FL.date_dt","last.FR.date_dt","death.date_dt","bud.duration","flower.duration","fruit.duration","total.repro.duration","initiate.repro"
"1","C",1,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2","C",1,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3","C",2,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4","C",2,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5","C",3,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6","C",3,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7","C",4,"A","2566",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"(WV x WL2) x (WL2 x BH)","2_2","2","2",7,"F2",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"8","C",4,"B","2595",NA,NA,NA,NA,NA,2025-07-03,NA,"6/27: dying",NA,"(SQ3 x WL2) x (WL2)","12_16-A","12","16-A",23,"BC1",NA,NA,NA,NA,NA,49,NA,NA,NA,NA,0
"9","C",5,"A","2642",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"TM2",NA,NA,NA,87,"Parent",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"10","C",5,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"11","C",6,"A","2509",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: dying",NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",1,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"12","C",6,"B","2549",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x WV) x (CC x WL2)","1_1","1","1",4,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"13","C",7,"A","2452",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: leaves wilted",NA,"(WL2 x TM2) x (CC x TM2)","2-3_2-3","2-3","2-3",8,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"14","C",7,"B","2095",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(SQ3 x WL2) x (WL2)","3_13-B","3","13-B",4,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"15","C",8,"A","2291",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (WL2 x BH)","1_2","1","2",2,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"16","C",8,"B","2252",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",14,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"17",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hole here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"18","C",9,"B","2634",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","8","8",NA,63,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"19","C",10,"A","2466",NA,NA,NA,NA,NA,2025-06-09,NA,NA,NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",8,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"20","C",10,"B","2302",NA,NA,NA,NA,NA,NA,NA,"Initally marked dead on 7/18/25","came back to life 7/25/25","(WL2 x WV) x (CC x WL2)","1_1","1","1",7,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"21","C",11,"A","2338",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: dying",NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",7,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"22","C",11,"B","2605",NA,NA,NA,NA,NA,NA,NA,"dead at planting",NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",1,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"23","C",12,"A","2326",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x TM2)","3-14_2","3-14","2",11,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24","C",12,"B","1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL1","13","13",NA,17,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"25","C",13,"A","2520",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: dying",NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",7,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"26","C",13,"B","2591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DPR x TM2) x (TM2 x WL2)","3_2","3","2",5,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27","C",14,"A","2150",NA,NA,NA,NA,NA,2025-06-27,NA,NA,NA,"(TM2 x WL2) x (TM2)","3_2-13","3","2-13",22,"BC1",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"28","C",14,"B","1915",NA,NA,NA,NA,NA,2025-08-07,NA,"Origianlly marked dead 7/18 came back life 7/25","then died again 8/7/25","WL2","10","10",NA,92,"Parent",NA,NA,NA,NA,NA,84,NA,NA,NA,NA,0
"29","C",15,"A","2472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",11,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"30","C",15,"B","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 x WL2","14_8","14","8",4,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"31","C",16,"A","2023",NA,NA,NA,NA,NA,2025-07-03,NA,NA,NA,"WL2 x LV1","2-A_14-A","2-A","14-A",5,"F1",NA,NA,NA,NA,NA,49,NA,NA,NA,NA,0
"32","C",16,"B","1908",NA,NA,NA,NA,NA,2025-07-18,NA,NA,NA,"WL2","9","9",NA,85,"Parent",NA,NA,NA,NA,NA,64,NA,NA,NA,NA,0
"33","C",17,"A","1787",NA,NA,NA,NA,NA,2025-08-07,NA,NA,NA,"TM2","12","12",NA,83,"Parent",NA,NA,NA,NA,NA,84,NA,NA,NA,NA,0
"34","C",17,"B","2274",NA,NA,NA,NA,NA,2025-07-03,NA,"6/27 wilting",NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",36,"BC1",NA,NA,NA,NA,NA,49,NA,NA,NA,NA,0
"35","C",18,"A","2090",NA,NA,NA,NA,NA,2025-07-18,NA,NA,NA,"(LV1 x WL2) x (WL2)","6_16-A","6","16-A",4,"BC1",NA,NA,NA,NA,NA,64,NA,NA,NA,NA,0
"36","C",18,"B","1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2","6","6",NA,60,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"37","C",19,"A","2063",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CC x WL2) x (WL2)","4_13-B","4","13-B",3,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38","C",19,"B","2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (CC x TM2)","2-3_2-3","2-3","2-3",6,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39","C",20,"A","2592",NA,NA,NA,NA,NA,NA,NA,"Origianlly marked dead 6/27/25","7/25 not dead","(DPR x TM2) x (TM2 x WL2)","3_2","3","2",5,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40","C",20,"B","2213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x BH) x (WL2 x CC)","2_3","2","3",22,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"41","C",21,"A","2370",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x WL2) x (WV)","20_7-3","20","7-3",3,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"42","C",21,"B","698",2025-06-03,2025-06-27,2025-07-03,2025-08-07,2025-08-07,2025-08-28,NA,"7/3 one broken branch",NA,"(DPR x WL2) x (YO11 x WL2)",NA,NA,NA,4,"F2",19,43,49,84,84,105,24,41,35,65,1
"43","C",22,"A","2638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","9","9",NA,70,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44","C",22,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45","C",23,"A","2489",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2 x DPR",NA,NA,NA,2,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"46","C",23,"B","2564",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x WL2) x (WL2 x BH)","2_2","2","2",6,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"47","C",24,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48","C",24,"B","118",2025-06-03,2025-06-27,2025-07-03,2025-08-07,2025-08-07,2025-08-28,NA,NA,NA,"WL2",NA,NA,NA,23,"Parent",19,43,49,84,84,105,24,41,35,65,1
"49","C",25,"A","2505",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2) x (TM2 x WL2)","2-1_2","2-1","2",3,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"50","C",25,"B","1459",2025-06-03,2025-07-03,2025-07-10,2025-08-14,2025-08-14,2025-09-11,NA,NA,NA,"(DPR x WL2) x (WV x WL2)",NA,NA,NA,3,"F2",19,49,56,91,91,119,30,42,35,72,1
"51","C",26,"A","2602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2 x WL2) x (TM2)","3_2-13","3","2-13",27,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52","C",26,"B","2284",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",46,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"53","C",27,"A","2323",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x TM2)","3-14_2","3-14","2",8,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"54","C",27,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"55","C",28,"A","2478",NA,NA,NA,NA,NA,2025-09-24,NA,"9/24 burried and dead",NA,"DPR x WL2",NA,NA,NA,2,"F1",NA,NA,NA,NA,NA,132,NA,NA,NA,NA,0
"56","C",28,"B","2557",2025-06-17,2025-07-03,2025-07-10,2025-08-14,2025-08-14,NA,NA,"9/18 some small leaves still, 9/24 broken stem",NA,"(WV x TM2) x (WL2 x TM2)","3_1","3","1",1,"F2",33,49,56,91,91,NA,16,42,35,58,1
"57","C",29,"A","1780",NA,NA,NA,NA,NA,2025-08-21,NA,"8/14 dying",NA,"TM2","11","11",NA,76,"Parent",NA,NA,NA,NA,NA,98,NA,NA,NA,NA,0
"58","C",29,"B","2454",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: wilted",NA,"(WL2 x TM2) x (WL2 x BH)","1_2","1","2",1,"F2",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"59",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hole here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"60","C",30,"B","341",2025-06-03,2025-06-27,2025-07-10,2025-09-11,2025-09-11,2025-09-18,NA,NA,NA,"(WL1 x WL2) x (BH x WL2)",NA,NA,NA,10,"F2",19,43,56,119,119,126,24,76,63,100,1
"61","C",31,"A","1228",2025-06-03,2025-07-03,2025-07-03,2025-08-07,2025-08-07,2025-09-04,NA,NA,NA,"LV1 x TM2",NA,NA,NA,4,"F1",19,49,49,84,84,112,30,35,35,65,1
"62","C",31,"B","2442",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(LV1 x WL2) x (WL2)","6_16-A","6","16-A",3,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"63","C",32,"A","939",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: dying",NA,"(YO11 x WL2) x (WL2)",NA,NA,NA,13,"BC1",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"64","C",32,"B","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SQ3","7","7",NA,17,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"65","C",33,"A","2523",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",10,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"66","C",33,"B","183",2025-06-17,2025-06-27,2025-07-10,2025-07-18,2025-07-18,NA,2025-08-14,"7/18 buds & flowers eaten. 8/14 new flowers. 9/18 flowers and buds/ no fruit",NA,"WL2",NA,NA,NA,88,"Parent",33,43,56,64,64,NA,10,21,8,31,1
"67","C",34,"A","1745",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","5","5",NA,41,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68","C",34,"B","2467",NA,NA,NA,NA,NA,2025-06-27,NA,NA,NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",8,"F2",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"69","C",35,"A","2396",NA,NA,NA,NA,NA,2025-08-01,NA,"7/25 wilting",NA,"SQ3","5","5",NA,3,"Parent",NA,NA,NA,NA,NA,78,NA,NA,NA,NA,0
"70","C",35,"B","2427",NA,NA,NA,NA,NA,2025-07-18,NA,NA,NA,"WL1 x WL2","2-2_10-1","2-2","10-1",4,"F1",NA,NA,NA,NA,NA,64,NA,NA,NA,NA,0
"71","C",36,"A","1905",NA,NA,NA,NA,NA,2025-06-27,NA,NA,NA,"WL2",NA,NA,NA,82,"Parent",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,0
"72","C",36,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"73","C",37,"A","2381",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"(YO11 x WL2) x (WL2)","4_13-B","4","13-B",2,"BC1",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"74","C",37,"B","1289",2025-06-17,2025-07-18,2025-07-18,2025-09-04,NA,2025-09-29,NA,NA,NA,"TM2 x WL2",NA,NA,NA,13,"F1",33,64,64,112,NA,137,31,48,NA,NA,1
"75","C",38,"A","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL1 x WL2","2-2_10-1","2-2","10-1",4,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"76","C",38,"B","2230",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x CC) x (YO11 x WL2)","2_3","2","3",1,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"77","C",39,"A","2487",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2 x CC",NA,NA,NA,1,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"78","C",39,"B","1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2","5","5",NA,43,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"79","C",40,"A","2069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CC x WL2) x (WL2)","4_13-B","4","13-B",9,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"80","C",40,"B","2621",NA,NA,NA,NA,NA,2025-07-10,NA,"wilting",NA,"DPR","20","20",NA,17,"Parent",NA,NA,NA,NA,NA,56,NA,NA,NA,NA,0
"81","C",41,"A","2493",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YO11 x WL2",NA,NA,NA,1,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"82","C",41,"B","2574",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x WL2) x (WV)","20_7-3","20","7-3",3,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"83","C",42,"A","1747",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM2","6","6",NA,43,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84","C",42,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"85","C",43,"A","73",2025-06-03,2025-06-17,2025-06-27,2025-08-07,2025-08-07,2025-08-28,NA,"7/10: buds dry",NA,"(LV1 x WL2) x (WL2)",NA,NA,NA,10,"BC1",19,33,43,84,84,105,14,51,41,65,1
"86","C",43,"B","2522",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x BH) x (WL2 x CC)","1_2","1","2",9,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"87","C",44,"A","2558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x TM2) x (WL2 x TM2)","3_1","3","1",2,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"88","C",44,"B","2169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2) x (TM2 x WL2)","2-1_2","2-1","2",1,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"89","C",45,"A","2165",2025-07-18,2025-08-07,2025-08-28,NA,NA,NA,NA,NA,NA,"(TM2 x WL2) x (WL1 x TM2)","2_1","2","1",2,"F2",64,84,105,NA,NA,NA,20,NA,NA,NA,1
"90","C",45,"B","2328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2) x (WL2 x TM2)","3-14_2","3-14","2",13,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"91","C",46,"A","2408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL1","18","18",NA,9,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"92","C",46,"B","2392",2025-08-07,2025-08-21,2025-08-28,NA,NA,NA,NA,NA,NA,"TM2 x WL2",NA,NA,NA,15,"F1",84,98,105,NA,NA,NA,14,NA,NA,NA,1
"93","C",47,"A","2154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2 x WL2) x (TM2)","3_2-13","3","2-13",26,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"94","C",47,"B","1933",NA,NA,NA,NA,NA,2025-08-01,NA,NA,NA,"WV","12","12",NA,12,"Parent",NA,NA,NA,NA,NA,78,NA,NA,NA,NA,0
"95","C",48,"A","1893",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"WL2","7","7",NA,70,"Parent",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"96","C",48,"B","2411",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: leaves wilted",NA,"BH x WL2","1-3_8-10","1-3","8-10",4,"F1",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"97","C",49,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"98","C",49,"B","2551",NA,NA,NA,NA,NA,2025-08-14,NA,NA,NA,"(WL2 x WV) x (CC x WL2)","1_1","1","1",5,"F2",NA,NA,NA,NA,NA,91,NA,NA,NA,NA,0
"99","C",50,"A","1620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","1","1",NA,21,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"100","C",50,"B","404",2025-06-27,2025-07-18,2025-07-25,2025-08-28,2025-08-28,NA,NA,NA,NA,"BH",NA,NA,NA,18,"Parent",43,64,71,105,105,NA,21,41,34,62,1
"101","C",51,"A","2579",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV) x (WV x WL2)","3_22","3","22",2,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"102","C",51,"B","2361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WV x WL2) x (WL2 x CC)","3_1","3","1",9,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"103","C",52,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"104","C",52,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"105","C",53,"A","1990",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"SQ3 x WL2","6-C_8-A","6-C","8-A",2,"F1",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"106","C",53,"B","2286",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x TM2) x (TM2)","2_1-3","2","1-3",48,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"107","C",54,"A","1795",2025-07-03,2025-07-25,2025-08-07,2025-09-04,2025-09-04,NA,NA,NA,NA,"TM2",NA,NA,NA,91,"Parent",49,71,84,112,112,NA,22,41,28,63,1
"108","C",54,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"109","C",55,"A","2488",NA,NA,NA,NA,NA,2025-06-09,NA,"6/3: Stem broken",NA,"WL2 x DPR",NA,NA,NA,2,"F1",NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0
"110","C",55,"B","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2 x LV1","8-1_14-1","8-1","14-1",2,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"111","C",56,"A","1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WV","11","11",NA,15,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"112","C",56,"B","2173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(TM2) x (TM2 x WL2)","2-1_2","2-1","2",5,"BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"113","C",57,"A","2608",NA,NA,NA,NA,NA,2025-08-28,NA,NA,NA,"(WV x TM2) x (TM2 x WL2)","2_1","2","1",3,"F2",NA,NA,NA,NA,NA,105,NA,NA,NA,NA,0
"114","C",57,"B","2398",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SQ3","12","12",NA,11,"Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"115","C",58,"A","395",NA,NA,NA,NA,NA,2025-07-03,NA,"6/27: dying",NA,"BH",NA,NA,NA,9,"Parent",NA,NA,NA,NA,NA,49,NA,NA,NA,NA,0
"116","C",58,"B","1916",NA,NA,NA,NA,NA,2025-06-17,NA,NA,NA,"WL2","10","10",NA,93,"Parent",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"117","C",59,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118","C",59,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"119","C",60,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120","C",60,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121","C",1,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"122","C",1,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"123","C",2,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124","C",2,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125","C",3,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"126","C",3,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"127","C",4,"C","2127",NA,NA,NA,NA,NA,2025-06-17,NA,"6/3: leaves wilted",NA,"(TM2 x WL2) x (TM2 x BH)","14_13","14","13",2,"F2",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"128",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129","C",5,"C","2228",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(WL2 x CC) x (WL2 x BH)","1_1","1","1",2,"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"130",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rock here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"131","C",6,"C","2476",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPR x WL2",NA,NA,NA,1,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"132","C",6,"D","2314",NA,NA,NA,NA,NA,2025-06-17,NA,"6/9: dying",NA,"(WL2) x (WL2 x BH)","3-14_1","3-14","1",6,"BC1",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,0
"133","C",7,"C","2051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2 x YO11","8-1_14-10","8-1","14-10",5,"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
